SS01159,GMR_SS01159-20161207_32_F1
SS01159,GMR_SS01159-20161207_32_F4
SS01159,GMR_SS01159-20161207_32_F5
SS01159,GMR_SS01159-20161207_32_F6
SS01159,GMR_SS01159-20161207_32_G1
SS01159,GMR_SS01159-20161207_32_G2
SS01159,GMR_SS01159-20161207_32_G3
SS01159,GMR_SS01159-20161207_32_G4
SS01159,GMR_SS01159-20161207_32_G5
SS01159,GMR_SS01159-20161207_32_G6
L188,JRC_SS03226-20161123_33_A1
L188,JRC_SS03226-20161123_33_A3
L188,JRC_SS03226-20161123_33_A4
L188,JRC_SS03226-20161123_33_A5
L188,JRC_SS03226-20161123_33_A6
L188,JRC_SS03226-20161123_33_B1
L188,JRC_SS03226-20161123_33_B2
L188,JRC_SS03226-20161123_33_B3
L188,JRC_SS03226-20161123_33_B4
L188,JRC_SS03226-20161123_33_B5
L188,JRC_SS03226-20161123_33_B6
L188,JRC_SS03226-20161123_33_C1
L489,JRC_SS03792-20161207_31_I1
L489,JRC_SS03792-20161207_31_I2
L489,JRC_SS03792-20161207_31_I3
L489,JRC_SS03792-20161207_31_I4
L489,JRC_SS03792-20161207_31_I5
L489,JRC_SS03792-20161207_31_I6
L489,JRC_SS03792-20161207_31_J1
L489,JRC_SS03792-20161207_31_J2
L489,JRC_SS03792-20161207_31_J3
L489,JRC_SS03792-20161207_31_J4
L489,JRC_SS03792-20161207_31_J5
L728,JRC_SS03795-20170131_32_B1
L728,JRC_SS03795-20170131_32_B4
L728,JRC_SS03795-20170131_32_B5
L1129,JRC_SS04950-20170308_31_D1
L1129,JRC_SS04950-20170308_31_D2
L1129,JRC_SS04950-20170308_31_D3
L1129,JRC_SS04950-20170308_31_D4
L1129,JRC_SS04950-20170308_31_D5
L1129,JRC_SS04950-20170308_31_D6
L1129,JRC_SS04950-20170308_31_E1
L1129,JRC_SS04950-20170308_31_E2
L1129,JRC_SS04950-20170308_31_E3
L1129,JRC_SS04950-20170308_31_E4
L1129,JRC_SS04950-20170308_31_E5
L1129,JRC_SS04950-20170308_31_F1
L1129,JRC_SS04950-20170308_31_F2
L1735,JRC_SS04970-20170131_32_E1
L1735,JRC_SS04970-20170131_32_E2
L1735,JRC_SS04970-20170131_32_E4
L1735,JRC_SS04970-20170131_32_E5
L1735,JRC_SS04970-20170131_32_E6
L1475,JRC_SS04974-20170131_32_A1
L1475,JRC_SS04974-20170131_32_A2
L1475,JRC_SS04974-20170131_32_A3
L1475,JRC_SS04974-20170131_32_A5
L18,JRC_SS15129-20161207_31_A1
L18,JRC_SS15129-20161207_31_A2
L18,JRC_SS15129-20161207_31_A3
L18,JRC_SS15129-20161207_31_A4
L18,JRC_SS15129-20161207_31_A5
L18,JRC_SS15129-20161207_31_A6
L18,JRC_SS15129-20161207_31_B1
L18,JRC_SS15129-20161207_31_B2
L18,JRC_SS15129-20161207_31_B3
L260,JRC_SS15267-20170131_32_D2
L260,JRC_SS15267-20170131_32_D3
L260,JRC_SS15267-20170131_32_D5
L159,JRC_SS15273-20161207_31_C1
L159,JRC_SS15273-20161207_31_C2
L159,JRC_SS15273-20161207_31_C3
L159,JRC_SS15273-20161207_31_C4
L159,JRC_SS15273-20161207_31_C5
L159,JRC_SS15273-20161207_31_C6
L159,JRC_SS15273-20161207_31_D1
L159,JRC_SS15273-20161207_31_D2
L159,JRC_SS15273-20161207_31_D3
L159,JRC_SS15273-20161207_31_D4
L159,JRC_SS15273-20161207_31_D5
L159,JRC_SS15273-20161207_31_D6
L159,JRC_SS15273-20161207_31_E1
L235,JRC_SS15302-20170131_32_C2
L235,JRC_SS15302-20170131_32_C4
L235,JRC_SS15302-20170131_32_C5
L235,JRC_SS15302-20170531_31_E2
L235,JRC_SS15302-20170531_31_E3
L235,JRC_SS15302-20170531_31_E4
L235,JRC_SS15302-20170531_31_E5
L235,JRC_SS15302-20170531_31_E6
L788,JRC_SS16038-20170308_31_A1
L788,JRC_SS16038-20170308_31_A2
L788,JRC_SS16038-20170308_31_A4
L788,JRC_SS16038-20170308_31_A5
L788,JRC_SS16038-20170308_31_A6
L788,JRC_SS16038-20170308_31_B1
L788,JRC_SS16038-20170308_31_B2
L788,JRC_SS16038-20170308_31_B3
L788,JRC_SS16038-20170308_31_B4
L788,JRC_SS16038-20170308_31_B5
L788,JRC_SS16038-20170308_31_B6
L788,JRC_SS16038-20170308_31_C1
L542,JRC_SS16652-20170131_32_H1
L542,JRC_SS16652-20170131_32_H2
L542,JRC_SS16652-20170131_32_H3
L542,JRC_SS16652-20170131_32_H4
L542,JRC_SS16652-20170131_32_H5
L1594,JRC_SS16986-20161207_31_F1
L1594,JRC_SS16986-20161207_31_F2
L1594,JRC_SS16986-20161207_31_F3
L1594,JRC_SS16986-20161207_31_F5
L1594,JRC_SS16986-20161207_31_F6
L1594,JRC_SS16986-20161207_31_G1
L1594,JRC_SS16986-20161207_31_G2
L1594,JRC_SS16986-20161207_31_G3
L1594,JRC_SS16986-20161207_31_G4
L1594,JRC_SS16986-20161207_31_G5
L1594,JRC_SS16986-20161207_31_G6
L1594,JRC_SS16986-20161207_31_H1
L1354,JRC_SS22604-20170131_32_F1
L1354,JRC_SS22604-20170131_32_F2
L1354,JRC_SS22604-20170131_32_F3
L1354,JRC_SS22604-20170131_32_F4
L1354,JRC_SS22604-20170131_32_F5
L1354,JRC_SS22604-20170131_32_F6
L629,JRC_SS22737-20170308_32_G1
L629,JRC_SS22737-20170308_32_G2
L629,JRC_SS22737-20170308_32_G3
L629,JRC_SS22737-20170308_32_G5
L629,JRC_SS22737-20170308_32_G6
L629,JRC_SS22737-20170308_32_H1
L629,JRC_SS22737-20170308_32_H2
L629,JRC_SS22737-20170308_32_H4
L629,JRC_SS22737-20170308_32_H6
L2185,JRC_SS23170-20161123_33_D1
L2185,JRC_SS23170-20161123_33_D2
L2185,JRC_SS23170-20161123_33_D3
L2185,JRC_SS23170-20161123_33_D4
L2185,JRC_SS23170-20161123_33_D6
L2185,JRC_SS23170-20161123_33_D6
L2185,JRC_SS23170-20161123_33_E1
L2185,JRC_SS23170-20161123_33_E2
L2185,JRC_SS23170-20161123_33_E3
L2185,JRC_SS23170-20161123_33_E4
L2185,JRC_SS23170-20161123_33_E6
L2185,JRC_SS23170-20161123_33_F1
L2185,JRC_SS23170-20161123_33_F2
L1983,JRC_SS23395-20170131_32_G1
L1983,JRC_SS23395-20170131_32_G2
L1983,JRC_SS23395-20170131_32_G4
L1983,JRC_SS23395-20170131_32_G5
L1983,JRC_SS23395-20170131_32_G6
L1983,JRC_SS23395-20170531_31_A1
L1983,JRC_SS23395-20170531_31_A2
L1983,JRC_SS23395-20170531_31_A3
L1983,JRC_SS23395-20170531_31_A4
L1983,JRC_SS23395-20170531_31_A5
L1983,JRC_SS23395-20170531_31_B1
L1983,JRC_SS23395-20170531_31_B2
L1983,JRC_SS23395-20170531_31_B3
L2223,JRC_SS24155-20161207_32_H2
L2223,JRC_SS24155-20161207_32_H3
L2223,JRC_SS24155-20161207_32_H4
L2223,JRC_SS24155-20161207_32_H6
L2223,JRC_SS24155-20161207_32_I1
L2223,JRC_SS24155-20161207_32_I4
L2223,JRC_SS24155-20161207_32_I6
L2223,JRC_SS24155-20161207_32_J1
L2223,JRC_SS24155-20170308_32_E1
L2223,JRC_SS24155-20170308_32_E2
L2223,JRC_SS24155-20170308_32_E3
L2223,JRC_SS24155-20170308_32_E4
L2223,JRC_SS24155-20170308_32_E5
L2223,JRC_SS24155-20170308_32_E6
L2223,JRC_SS24155-20170308_32_F1
L2223,JRC_SS24155-20170308_32_F4
L2223,JRC_SS24155-20170308_32_F5
L2223,JRC_SS24155-20170308_32_F6
L2273,JRC_SS24656-20170308_31_I1
L2273,JRC_SS24656-20170308_31_I4
L2201,JRC_SS24671-20170308_32_A1
L2201,JRC_SS24671-20170308_32_A3
L2201,JRC_SS24671-20170308_32_A4
L2201,JRC_SS24671-20170308_32_A6
L2201,JRC_SS24671-20170308_32_B1
L2201,JRC_SS24671-20170308_32_B2
L2201,JRC_SS24671-20170308_32_B4
L2193,JRC_SS24679-20161123_33_G1
L2193,JRC_SS24679-20161123_33_G3
L2193,JRC_SS24679-20161123_33_G4
L2193,JRC_SS24679-20161123_33_G5
L2193,JRC_SS24679-20161123_33_G6
L2193,JRC_SS24679-20161123_33_H1
L2193,JRC_SS24679-20161123_33_H2
L2193,JRC_SS24679-20161123_33_H3
L2193,JRC_SS24679-20161123_33_H4
L2193,JRC_SS24679-20161123_33_H5
L2193,JRC_SS24679-20161123_33_H6
L2193,JRC_SS24679-20161123_33_I1
L2193,JRC_SS24679-20161123_33_I2
L2260,JRC_SS24693-20170308_32_C3
L2260,JRC_SS24693-20170308_32_C4
L2260,JRC_SS24693-20170308_32_C5
L2260,JRC_SS24693-20170308_32_C6
L2260,JRC_SS24693-20170308_32_D1
L2260,JRC_SS24693-20170308_32_D6
L2345,JRC_SS24813-20170308_31_G2
L2345,JRC_SS24813-20170308_31_G3
L2345,JRC_SS24813-20170308_31_G5
L2345,JRC_SS24813-20170308_31_G6
L2345,JRC_SS24813-20170308_31_H2
L2345,JRC_SS24813-20170308_31_H5
L2345,JRC_SS24813-20170308_31_H6
L2387,JRC_SS24825-20161207_32_D1
L2387,JRC_SS24825-20161207_32_D3
L2387,JRC_SS24825-20161207_32_D4
L2387,JRC_SS24825-20161207_32_D5
L2387,JRC_SS24825-20161207_32_D6
L2387,JRC_SS24825-20161207_32_E1
L2387,JRC_SS24825-20161207_32_E1
L2387,JRC_SS24825-20161207_32_E2
L2387,JRC_SS24825-20161207_32_E3
L2387,JRC_SS24825-20161207_32_E4
L2312,JRC_SS24831-20161207_32_A2
L2312,JRC_SS24831-20161207_32_A6
L2312,JRC_SS24831-20161207_32_B1